% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12050, driver 12040. OpenMP threads 1. 
% device 0: Tesla V100-SXM2-16GB, 1530.0 MHz clock, 16144.1 MiB memory, capability 7.0
% Mon Sep  9 02:17:54 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm [options] [-h|--help]

% If running lapack (option --lapack), MAGMA and cuBLAS error are both computed
% relative to CPU BLAS result. Else, MAGMA error is computed relative to cuBLAS result.

% transA = No transpose, transB = No transpose
%   M     N     K   MAGMA Gflop/s (ms)  cuBLAS Gflop/s (ms)   CPU Gflop/s (ms)  MAGMA error  cuBLAS error
%========================================================================================================
 2112  2112  2112   5453.47 (   3.45)    5695.59 (   3.31)     ---   (  ---  )    2.04e-17        ---    ok
 2112  2112  2112   5431.36 (   3.47)    5676.77 (   3.32)     ---   (  ---  )    2.04e-17        ---    ok
 2112  2112  2112   5448.59 (   3.46)    5692.31 (   3.31)     ---   (  ---  )    2.04e-17        ---    ok
 2112  2112  2112   5445.58 (   3.46)    5689.03 (   3.31)     ---   (  ---  )    2.04e-17        ---    ok
 2112  2112  2112   5453.10 (   3.46)    5678.40 (   3.32)     ---   (  ---  )    2.04e-17        ---    ok
 2112  2112  2112   5440.71 (   3.46)    5680.03 (   3.32)     ---   (  ---  )    2.04e-17        ---    ok
 2112  2112  2112   5413.87 (   3.48)    5580.95 (   3.38)     ---   (  ---  )    2.04e-17        ---    ok
 2112  2112  2112   5434.35 (   3.47)    5652.81 (   3.33)     ---   (  ---  )    2.04e-17        ---    ok
 2112  2112  2112   5442.21 (   3.46)    5666.59 (   3.32)     ---   (  ---  )    2.04e-17        ---    ok
 2112  2112  2112   5442.21 (   3.46)    5668.62 (   3.32)     ---   (  ---  )    2.04e-17        ---    ok
 2112  2112  2112   5445.58 (   3.46)    5692.31 (   3.31)     ---   (  ---  )    2.04e-17        ---    ok
 2112  2112  2112   5450.09 (   3.46)    5644.33 (   3.34)     ---   (  ---  )    2.04e-17        ---    ok
 3136  3136  3136   5398.40 (  11.43)    6334.79 (   9.74)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5426.37 (  11.37)    6149.14 (  10.03)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5397.84 (  11.43)    6152.80 (  10.03)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5410.14 (  11.40)    6149.14 (  10.03)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5402.23 (  11.42)    6150.31 (  10.03)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5389.51 (  11.44)    6345.20 (   9.72)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5392.21 (  11.44)    6140.53 (  10.05)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5403.59 (  11.42)    6133.83 (  10.06)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5405.39 (  11.41)    6147.24 (  10.03)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5404.04 (  11.41)    6342.71 (   9.72)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5398.85 (  11.43)    6338.05 (   9.73)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5418.30 (  11.38)    6161.44 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5404.60 (  11.41)    6150.46 (  10.03)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5403.59 (  11.42)    6153.97 (  10.02)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5412.06 (  11.40)    6129.04 (  10.06)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5411.72 (  11.40)    6159.54 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5390.86 (  11.44)    6141.26 (  10.04)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5400.31 (  11.42)    6143.59 (  10.04)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5405.51 (  11.41)    6149.73 (  10.03)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5408.33 (  11.40)    6157.19 (  10.02)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5397.84 (  11.43)    6140.68 (  10.04)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5403.13 (  11.42)    6165.12 (  10.00)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5400.77 (  11.42)    6165.85 (  10.00)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5403.13 (  11.42)    6164.53 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5404.04 (  11.41)    6146.66 (  10.04)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5411.16 (  11.40)    6358.93 (   9.70)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5395.58 (  11.43)    6158.36 (  10.02)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5383.35 (  11.46)    6139.37 (  10.05)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5395.02 (  11.43)    6140.53 (  10.05)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5388.06 (  11.45)    6144.91 (  10.04)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5410.71 (  11.40)    6341.93 (   9.73)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5409.23 (  11.40)    6163.94 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5398.85 (  11.43)    6343.18 (   9.72)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5405.96 (  11.41)    6159.68 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5405.51 (  11.41)    6340.07 (   9.73)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5396.94 (  11.43)    6135.00 (  10.05)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5542.98 (  11.13)    6351.12 (   9.71)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5403.59 (  11.42)    7118.45 (   8.67)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5392.21 (  11.44)    6311.46 (   9.77)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5658.39 (  10.90)    6508.66 (   9.48)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5396.03 (  11.43)    6343.18 (   9.72)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5415.46 (  11.39)    6166.44 (  10.00)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5422.61 (  11.37)    6350.50 (   9.71)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5401.67 (  11.42)    6339.29 (   9.73)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5405.51 (  11.41)    6337.27 (   9.73)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5414.56 (  11.39)    6168.79 (  10.00)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5388.95 (  11.45)    6319.94 (   9.76)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5415.46 (  11.39)    6165.70 (  10.00)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5412.63 (  11.40)    6350.34 (   9.71)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5405.51 (  11.41)    6338.67 (   9.73)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5406.86 (  11.41)    6773.83 (   9.11)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5393.22 (  11.44)    6160.12 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5407.88 (  11.41)    6165.70 (  10.00)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5392.32 (  11.44)    6158.36 (  10.02)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5404.60 (  11.41)    6162.62 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5394.12 (  11.44)    6344.58 (   9.72)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5399.75 (  11.42)    6350.34 (   9.71)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5414.44 (  11.39)    6346.45 (   9.72)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5406.86 (  11.41)    6777.56 (   9.10)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5412.52 (  11.40)    6162.62 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5401.78 (  11.42)    6138.20 (  10.05)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5415.92 (  11.39)    6165.12 (  10.00)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5405.05 (  11.41)    6325.03 (   9.75)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5412.97 (  11.40)    6336.65 (   9.73)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5413.08 (  11.39)    6165.70 (  10.00)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5415.01 (  11.39)    6162.62 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5402.57 (  11.42)    6144.91 (  10.04)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5408.33 (  11.40)    7183.28 (   8.59)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5397.39 (  11.43)    6160.71 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5420.68 (  11.38)    6343.96 (   9.72)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5413.54 (  11.39)    6359.08 (   9.70)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5409.23 (  11.40)    6155.87 (  10.02)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5412.18 (  11.40)    7190.06 (   8.58)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5402.68 (  11.42)    6336.81 (   9.73)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5405.39 (  11.41)    6601.17 (   9.34)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5386.15 (  11.45)    6317.93 (   9.76)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5418.30 (  11.38)    7124.33 (   8.66)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5402.12 (  11.42)    6163.94 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5411.61 (  11.40)    6161.44 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5424.09 (  11.37)    6349.09 (   9.72)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5401.22 (  11.42)    6339.29 (   9.73)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5409.80 (  11.40)    6149.14 (  10.03)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5390.30 (  11.44)    6347.85 (   9.72)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5422.61 (  11.37)    6155.29 (  10.02)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5405.05 (  11.41)    6335.41 (   9.74)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5413.08 (  11.39)    6152.80 (  10.03)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5418.30 (  11.38)    6154.70 (  10.02)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5414.56 (  11.39)    6163.94 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5400.31 (  11.42)    6136.31 (  10.05)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5407.77 (  11.41)    6141.84 (  10.04)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5400.77 (  11.42)    6349.25 (   9.71)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5411.16 (  11.40)    6162.62 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5404.49 (  11.41)    6330.30 (   9.74)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5413.08 (  11.39)    6357.68 (   9.70)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5400.77 (  11.42)    7121.78 (   8.66)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5417.39 (  11.39)    6160.71 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5414.90 (  11.39)    6159.54 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5410.71 (  11.40)    6322.41 (   9.76)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5415.46 (  11.39)    6351.12 (   9.71)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5421.14 (  11.38)    6154.12 (  10.02)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5403.13 (  11.42)    6168.20 (  10.00)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5409.80 (  11.40)    6912.65 (   8.92)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5390.86 (  11.44)    7183.87 (   8.59)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5420.68 (  11.38)    6351.12 (   9.71)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5420.68 (  11.38)    6352.99 (   9.71)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5404.04 (  11.41)    7194.06 (   8.57)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5430.70 (  11.36)    6166.88 (  10.00)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5402.57 (  11.42)    6154.12 (  10.02)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5405.05 (  11.41)    6160.12 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5414.44 (  11.39)    6166.88 (  10.00)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5413.54 (  11.39)    6371.45 (   9.68)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5417.39 (  11.39)    6163.21 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5403.13 (  11.42)    6350.50 (   9.71)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5405.96 (  11.41)    6356.27 (   9.70)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5403.02 (  11.42)    6155.87 (  10.02)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5394.68 (  11.43)    6157.19 (  10.02)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5407.88 (  11.41)    6338.05 (   9.73)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5388.95 (  11.45)    6620.42 (   9.32)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5392.66 (  11.44)    6324.42 (   9.75)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5404.60 (  11.41)    6376.01 (   9.67)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5407.77 (  11.41)    6149.14 (  10.03)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5403.13 (  11.42)    6329.68 (   9.74)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5430.13 (  11.36)    6364.87 (   9.69)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5392.21 (  11.44)    7133.37 (   8.65)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5408.33 (  11.40)    6489.40 (   9.51)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5413.54 (  11.39)    6159.54 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5395.02 (  11.43)    7174.91 (   8.60)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5417.28 (  11.39)    6143.59 (  10.04)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5383.80 (  11.46)    7207.49 (   8.56)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5416.37 (  11.39)    6345.98 (   9.72)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5415.92 (  11.39)    6164.53 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5413.08 (  11.39)    6156.46 (  10.02)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5420.68 (  11.38)    7124.33 (   8.66)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5396.48 (  11.43)    6338.83 (   9.73)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5673.90 (  10.87)    6496.24 (   9.50)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5409.23 (  11.40)    7181.48 (   8.59)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5401.22 (  11.42)    6158.36 (  10.02)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5409.23 (  11.40)    6920.42 (   8.91)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5411.16 (  11.40)    6350.50 (   9.71)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5399.30 (  11.42)    6343.33 (   9.72)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5405.51 (  11.41)    7181.68 (   8.59)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5388.06 (  11.45)    6353.77 (   9.71)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5402.68 (  11.42)    6157.19 (  10.02)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5393.22 (  11.44)    6747.86 (   9.14)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   6010.71 (  10.26)    6897.35 (   8.94)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5418.30 (  11.38)    6351.12 (   9.71)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5396.94 (  11.43)    6323.02 (   9.76)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5415.46 (  11.39)    6166.44 (  10.00)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5418.30 (  11.38)    6915.79 (   8.92)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5407.88 (  11.41)    6351.74 (   9.71)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5414.44 (  11.39)    6158.36 (  10.02)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5401.22 (  11.42)    6162.03 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5761.34 (  10.71)    6643.89 (   9.28)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5411.61 (  11.40)    6163.35 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5402.68 (  11.42)    6167.03 (  10.00)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5429.21 (  11.36)    6347.22 (   9.72)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5403.13 (  11.42)    6334.79 (   9.74)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5387.61 (  11.45)    6351.12 (   9.71)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5388.50 (  11.45)    6147.39 (  10.03)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5416.94 (  11.39)    6166.29 (  10.00)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5395.47 (  11.43)    6163.21 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5430.24 (  11.36)    6358.46 (   9.70)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5426.94 (  11.37)    6919.68 (   8.91)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5408.33 (  11.40)    6154.56 (  10.02)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5405.05 (  11.41)    6165.12 (  10.00)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5408.33 (  11.40)    6347.85 (   9.72)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5403.02 (  11.42)    6914.13 (   8.92)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5411.16 (  11.40)    6164.53 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5410.71 (  11.40)    6160.86 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5395.13 (  11.43)    6158.36 (  10.02)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5400.31 (  11.42)    6162.77 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5405.96 (  11.41)    6143.59 (  10.04)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5428.42 (  11.36)    6350.50 (   9.71)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5407.31 (  11.41)    6334.79 (   9.74)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5393.67 (  11.44)    6153.38 (  10.02)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5425.00 (  11.37)    7192.46 (   8.58)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5406.52 (  11.41)    6509.32 (   9.48)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5416.37 (  11.39)    7098.92 (   8.69)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5419.32 (  11.38)    6782.71 (   9.09)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5403.13 (  11.42)    6357.05 (   9.70)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5404.49 (  11.41)    6160.86 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5519.68 (  11.17)    6373.97 (   9.68)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5401.78 (  11.42)    6606.22 (   9.34)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5619.18 (  10.98)    6639.62 (   9.29)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5422.50 (  11.38)    6355.80 (   9.70)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5419.21 (  11.38)    6345.20 (   9.72)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5409.23 (  11.40)    6345.20 (   9.72)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5404.49 (  11.41)    6163.21 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5387.05 (  11.45)    6915.79 (   8.92)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5414.44 (  11.39)    6165.12 (  10.00)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5389.96 (  11.44)    6165.12 (  10.00)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5408.33 (  11.40)    6173.21 (   9.99)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5405.96 (  11.41)    6169.53 (  10.00)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5408.78 (  11.40)    6164.53 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5385.70 (  11.45)    6352.52 (   9.71)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5404.04 (  11.41)    7175.71 (   8.60)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5395.58 (  11.43)    6162.77 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5409.35 (  11.40)    6162.03 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5672.91 (  10.87)    6502.45 (   9.49)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5399.75 (  11.42)    6164.53 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5396.94 (  11.43)    7197.26 (   8.57)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5410.25 (  11.40)    7186.47 (   8.58)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5412.06 (  11.40)    6162.62 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5404.94 (  11.41)    6346.45 (   9.72)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5396.03 (  11.43)    6778.27 (   9.10)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5399.75 (  11.42)    6162.03 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5419.77 (  11.38)    6909.51 (   8.93)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5479.93 (  11.26)    6782.71 (   9.09)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5399.30 (  11.42)    6168.20 (  10.00)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5410.25 (  11.40)    7184.87 (   8.58)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5423.52 (  11.37)    6777.56 (   9.10)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5397.50 (  11.43)    6164.53 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5405.96 (  11.41)    6158.36 (  10.02)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5774.33 (  10.68)    6642.35 (   9.29)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5419.77 (  11.38)    7184.87 (   8.58)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5409.23 (  11.40)    6357.05 (   9.70)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5403.13 (  11.42)    6160.86 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5651.10 (  10.92)    7122.76 (   8.66)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5391.31 (  11.44)    6793.22 (   9.08)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5406.41 (  11.41)    7179.09 (   8.59)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5415.92 (  11.39)    6340.07 (   9.73)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5403.13 (  11.42)    6170.56 (  10.00)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5407.88 (  11.41)    6789.47 (   9.08)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5411.72 (  11.40)    6160.12 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5408.78 (  11.40)    6166.44 (  10.00)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5397.39 (  11.43)    6159.10 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5409.80 (  11.40)    6343.80 (   9.72)     ---   (  ---  )    2.21e-17        ---    ok
